id,n_of_groups,gym,health,food,active,unhealthy,no_group,gym_time,health_time,active_time,food_time,unhealthy_time
3179,7.0,False,True,True,True,False,False,-1,11,9,14,-1
3180,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3181,4.0,False,False,False,True,False,False,-1,-1,-1,9,-1
3182,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3183,4.0,False,True,True,False,False,False,-1,13,12,-1,-1
3184,7.0,False,True,True,True,False,False,-1,9,10,11,-1
3185,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3186,7.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3187,5.0,False,False,True,True,False,False,-1,-1,10,11,-1
3188,8.0,True,True,False,True,False,False,12,13,-1,11,-1
3189,7.0,True,False,False,False,False,False,13,-1,-1,-1,-1
3190,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3191,3.0,False,False,False,True,False,False,-1,-1,-1,12,-1
3192,4.0,False,False,False,True,False,False,-1,-1,-1,12,-1
3193,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3194,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3195,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3196,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3197,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3198,6.0,True,False,False,False,False,False,9,-1,-1,-1,-1
3199,2.0,False,True,False,False,False,False,-1,10,-1,-1,-1
3200,4.0,True,True,False,False,False,False,11,10,-1,-1,-1
3201,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3202,6.0,False,False,False,True,True,False,-1,-1,-1,11,11
3203,2.0,False,False,False,True,False,False,-1,-1,-1,9,-1
3204,5.0,False,False,True,False,False,False,-1,-1,11,-1,-1
3205,2.0,False,False,True,False,False,False,-1,-1,12,-1,-1
3206,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3207,4.0,False,True,False,True,False,False,-1,10,-1,10,-1
3208,4.0,False,True,False,False,False,False,-1,11,-1,-1,-1
3209,4.0,False,True,False,False,False,False,-1,12,-1,-1,-1
3210,5.0,False,True,True,True,False,False,-1,11,13,11,-1
3211,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3212,2.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3213,4.0,True,False,False,True,False,False,11,-1,-1,10,-1
3214,5.0,True,True,False,True,False,False,9,10,-1,10,-1
3215,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3216,2.0,False,False,False,True,False,False,-1,-1,-1,12,-1
3217,6.0,False,False,True,False,True,False,-1,-1,11,-1,11
3218,5.0,False,True,False,False,False,False,-1,10,-1,-1,-1
3219,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3220,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3221,5.0,False,False,False,False,True,False,-1,-1,-1,-1,11
3222,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3223,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3224,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3225,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3226,5.0,True,False,False,False,False,False,13,-1,-1,-1,-1
3227,6.0,False,False,False,True,False,False,-1,-1,-1,9,-1
3228,5.0,False,False,False,True,False,False,-1,-1,-1,12,-1
3229,6.0,True,False,False,True,False,False,12,-1,-1,12,-1
3230,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3231,5.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3232,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3233,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3234,5.0,True,True,False,True,False,False,10,10,-1,11,-1
3235,4.0,False,False,False,True,False,False,-1,-1,-1,9,-1
3236,4.0,False,False,False,True,False,False,-1,-1,-1,9,-1
3237,2.0,False,True,False,False,False,False,-1,9,-1,-1,-1
3238,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3239,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3240,4.0,False,False,True,False,False,False,-1,-1,11,-1,-1
3241,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3242,8.0,True,True,False,True,False,False,9,10,-1,12,-1
3243,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3244,2.0,False,False,True,False,False,False,-1,-1,9,-1,-1
3245,3.0,False,False,True,False,False,False,-1,-1,10,-1,-1
3246,6.0,False,True,True,True,False,False,-1,10,11,12,-1
3247,6.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3248,5.0,False,True,False,False,False,False,-1,12,-1,-1,-1
3249,6.0,True,True,False,False,False,False,12,10,-1,-1,-1
3250,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3251,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3252,5.0,False,False,False,True,False,False,-1,-1,-1,9,-1
3253,4.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3254,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3255,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3256,5.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3257,4.0,False,False,True,False,False,False,-1,-1,11,-1,-1
3258,3.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3259,3.0,False,False,False,True,False,False,-1,-1,-1,10,-1
3260,9.0,True,False,False,True,False,False,11,-1,-1,11,-1
3261,5.0,True,True,False,False,False,False,11,10,-1,-1,-1
3262,3.0,True,False,False,True,False,False,11,-1,-1,10,-1
3263,5.0,True,False,False,True,False,False,9,-1,-1,9,-1
3264,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3265,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3266,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3267,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3268,5.0,True,True,False,True,False,False,11,11,-1,9,-1
3269,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3270,4.0,False,False,False,True,False,False,-1,-1,-1,10,-1
3271,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3272,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3273,5.0,True,True,False,True,False,False,10,10,-1,12,-1
3274,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3275,3.0,False,True,False,False,False,False,-1,13,-1,-1,-1
3276,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3277,2.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3278,3.0,False,False,True,False,False,False,-1,-1,13,-1,-1
3279,3.0,False,True,False,False,False,False,-1,10,-1,-1,-1
3280,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3281,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3282,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3283,4.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3284,5.0,False,False,True,True,False,False,-1,-1,12,11,-1
3285,8.0,True,True,True,False,False,False,12,9,10,-1,-1
3286,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3287,8.0,True,True,False,True,False,False,8,11,-1,11,-1
3288,2.0,False,False,False,True,False,False,-1,-1,-1,9,-1
3289,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3290,3.0,False,False,True,False,False,False,-1,-1,10,-1,-1
3291,5.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3292,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3293,8.0,True,True,False,True,False,False,9,10,-1,10,-1
3294,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3295,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3296,4.0,False,True,False,True,False,False,-1,11,-1,10,-1
3297,3.0,False,False,False,True,False,False,-1,-1,-1,9,-1
3298,9.0,True,False,False,False,True,False,10,-1,-1,-1,11
3299,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3300,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3301,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3302,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3303,4.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3304,3.0,False,True,False,False,True,False,-1,10,-1,-1,11
3305,3.0,False,False,True,False,False,False,-1,-1,10,-1,-1
3306,7.0,False,True,False,False,False,False,-1,10,-1,-1,-1
3307,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3308,4.0,False,False,False,True,False,False,-1,-1,-1,13,-1
3309,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3310,9.0,True,False,False,False,False,False,12,-1,-1,-1,-1
3311,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3312,6.0,True,False,False,True,False,False,11,-1,-1,9,-1
3313,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3314,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3315,3.0,False,False,True,False,False,False,-1,-1,11,-1,-1
3316,3.0,False,False,True,False,False,False,-1,-1,11,-1,-1
3317,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3318,2.0,False,True,False,False,False,False,-1,11,-1,-1,-1
3319,6.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3320,4.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3321,4.0,False,False,True,False,False,False,-1,-1,11,-1,-1
3322,4.0,False,True,False,False,False,False,-1,8,-1,-1,-1
3323,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3324,7.0,False,True,False,False,False,False,-1,12,-1,-1,-1
3325,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3326,3.0,False,False,False,True,False,False,-1,-1,-1,9,-1
3327,4.0,False,False,False,True,False,False,-1,-1,-1,10,-1
3328,7.0,False,True,True,True,False,False,-1,11,9,8,-1
3329,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3330,4.0,False,False,False,True,False,False,-1,-1,-1,9,-1
3331,6.0,True,True,False,False,False,False,12,11,-1,-1,-1
3332,2.0,False,True,False,False,False,False,-1,11,-1,-1,-1
3333,5.0,False,False,True,True,False,False,-1,-1,10,12,-1
3334,3.0,False,False,True,False,False,False,-1,-1,11,-1,-1
3335,8.0,True,True,False,True,False,False,11,11,-1,10,-1
3336,4.0,False,False,True,True,False,False,-1,-1,12,12,-1
3337,3.0,False,False,True,False,True,False,-1,-1,10,-1,10
3338,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3339,3.0,False,False,True,False,False,False,-1,-1,7,-1,-1
3340,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3341,3.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3342,2.0,False,False,False,False,True,False,-1,-1,-1,-1,11
3343,5.0,False,False,False,True,False,False,-1,-1,-1,12,-1
3344,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3345,5.0,True,True,False,False,False,False,12,12,-1,-1,-1
3346,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3347,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3348,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3349,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3350,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3351,3.0,False,False,False,True,False,False,-1,-1,-1,9,-1
3352,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3353,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3354,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3355,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3356,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3357,3.0,False,False,True,False,False,False,-1,-1,11,-1,-1
3358,8.0,True,True,True,True,False,False,11,13,9,11,-1
3359,5.0,False,True,False,True,False,False,-1,9,-1,10,-1
3360,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3361,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3362,4.0,True,False,True,False,False,False,10,-1,11,-1,-1
3363,4.0,False,False,True,False,True,False,-1,-1,11,-1,11
3364,10.0,True,True,True,True,False,False,10,10,10,10,-1
3365,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3366,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3367,6.0,True,True,False,False,False,False,11,9,-1,-1,-1
3368,2.0,False,False,True,False,False,False,-1,-1,9,-1,-1
3369,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3370,4.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3371,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3372,3.0,False,False,True,True,False,False,-1,-1,14,9,-1
3373,7.0,False,True,False,False,False,False,-1,10,-1,-1,-1
3374,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3375,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3376,6.0,True,False,True,False,True,False,11,-1,12,-1,12
3377,2.0,False,False,False,True,False,False,-1,-1,-1,10,-1
3378,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3379,3.0,False,True,False,True,False,False,-1,11,-1,10,-1
3380,2.0,False,False,True,False,False,False,-1,-1,13,-1,-1
3381,6.0,True,False,False,True,False,False,10,-1,-1,11,-1
3382,4.0,False,False,False,True,False,False,-1,-1,-1,9,-1
3383,4.0,False,False,False,True,False,False,-1,-1,-1,9,-1
3384,6.0,True,False,False,True,False,False,11,-1,-1,10,-1
3385,6.0,False,False,True,True,False,False,-1,-1,12,9,-1
3386,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3387,5.0,True,False,False,True,False,False,11,-1,-1,11,-1
3388,5.0,True,True,False,False,False,False,11,11,-1,-1,-1
3389,5.0,False,True,False,False,False,False,-1,11,-1,-1,-1
3390,2.0,False,False,False,True,False,False,-1,-1,-1,10,-1
3391,6.0,False,False,False,True,False,False,-1,-1,-1,10,-1
3392,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3393,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3394,5.0,False,False,True,False,True,False,-1,-1,14,-1,14
3395,0.0,,,,,,True,-1,-1,-1,-1,-1
3396,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3397,0.0,,,,,,True,-1,-1,-1,-1,-1
3398,5.0,False,True,False,False,False,False,-1,11,-1,-1,-1
3399,3.0,False,True,False,True,False,False,-1,9,-1,11,-1
3400,3.0,True,False,False,False,False,False,9,-1,-1,-1,-1
3401,7.0,False,False,False,True,False,False,-1,-1,-1,12,-1
3402,5.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3403,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3404,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3405,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3406,6.0,True,False,False,True,False,False,10,-1,-1,11,-1
3407,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3408,3.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3409,3.0,False,False,False,True,False,False,-1,-1,-1,10,-1
3410,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3411,5.0,True,True,False,True,False,False,11,10,-1,10,-1
3412,4.0,False,True,False,True,False,False,-1,11,-1,11,-1
3413,4.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3414,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3415,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3416,2.0,False,False,True,True,False,False,-1,-1,9,10,-1
3417,4.0,False,False,False,True,False,False,-1,-1,-1,12,-1
3418,4.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3419,0.0,,,,,,True,-1,-1,-1,-1,-1
3420,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3421,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3422,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3423,6.0,False,True,False,True,False,False,-1,13,-1,11,-1
3424,7.0,False,False,True,False,False,False,-1,-1,13,-1,-1
3425,3.0,False,True,False,True,False,False,-1,9,-1,10,-1
3426,3.0,False,True,False,False,False,False,-1,10,-1,-1,-1
3427,4.0,False,True,False,True,False,False,-1,9,-1,11,-1
3428,4.0,True,False,False,False,False,False,11,-1,-1,-1,-1
3429,6.0,False,False,True,False,False,False,-1,-1,12,-1,-1
3430,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3431,4.0,False,False,True,False,False,False,-1,-1,11,-1,-1
3432,3.0,False,True,False,False,False,False,-1,10,-1,-1,-1
3433,5.0,False,False,True,False,False,False,-1,-1,12,-1,-1
3434,4.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3435,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3436,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3437,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3438,7.0,False,False,True,False,False,False,-1,-1,7,-1,-1
3439,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3440,0.0,,,,,,True,-1,-1,-1,-1,-1
3441,3.0,False,False,False,True,False,False,-1,-1,-1,9,-1
3442,4.0,False,False,False,True,False,False,-1,-1,-1,10,-1
3443,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3444,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3445,3.0,False,True,False,False,False,False,-1,12,-1,-1,-1
3446,7.0,True,False,True,True,False,False,12,-1,8,11,-1
3447,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3448,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3449,7.0,False,False,False,True,False,False,-1,-1,-1,10,-1
3450,7.0,False,True,False,False,False,False,-1,13,-1,-1,-1
3451,2.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3452,3.0,False,False,False,True,False,False,-1,-1,-1,12,-1
3453,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3454,5.0,False,False,False,True,False,False,-1,-1,-1,8,-1
3455,7.0,True,True,False,True,False,False,9,9,-1,10,-1
3456,2.0,True,False,False,False,False,False,10,-1,-1,-1,-1
3457,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3458,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3459,3.0,False,True,False,False,False,False,-1,13,-1,-1,-1
3460,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3461,4.0,False,False,False,False,True,False,-1,-1,-1,-1,11
3462,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3463,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3464,5.0,False,False,True,True,False,False,-1,-1,7,11,-1
3465,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3466,3.0,False,False,False,True,False,False,-1,-1,-1,10,-1
3467,4.0,False,True,False,True,False,False,-1,11,-1,10,-1
3468,3.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3469,4.0,False,False,True,True,False,False,-1,-1,11,10,-1
3470,4.0,False,True,False,False,False,False,-1,11,-1,-1,-1
3471,4.0,True,False,False,False,False,False,13,-1,-1,-1,-1
3472,0.0,,,,,,True,-1,-1,-1,-1,-1
3473,3.0,True,False,True,False,False,False,11,-1,11,-1,-1
3474,4.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3475,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3476,2.0,False,True,False,False,False,False,-1,11,-1,-1,-1
3477,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3478,6.0,True,False,True,True,False,False,10,-1,15,9,-1
3479,4.0,False,False,True,False,False,False,-1,-1,11,-1,-1
3480,4.0,False,False,False,True,False,False,-1,-1,-1,12,-1
3481,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3482,2.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3483,4.0,False,False,True,False,False,False,-1,-1,10,-1,-1
3484,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3485,7.0,False,True,False,True,False,False,-1,11,-1,13,-1
3486,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3487,2.0,False,False,False,True,False,False,-1,-1,-1,12,-1
3488,5.0,False,False,True,True,True,False,-1,-1,11,10,14
3489,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3490,4.0,False,False,False,True,False,False,-1,-1,-1,10,-1
3491,5.0,False,False,False,True,False,False,-1,-1,-1,9,-1
3492,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3493,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3494,5.0,False,True,False,False,False,False,-1,11,-1,-1,-1
3495,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3496,4.0,False,True,False,False,False,False,-1,10,-1,-1,-1
3497,4.0,False,False,False,True,False,False,-1,-1,-1,8,-1
3498,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3499,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3500,8.0,False,True,False,True,False,False,-1,11,-1,8,-1
3501,4.0,True,False,False,True,False,False,12,-1,-1,10,-1
3502,7.0,True,False,False,False,False,False,10,-1,-1,-1,-1
3503,4.0,False,False,False,True,False,False,-1,-1,-1,12,-1
3504,4.0,False,False,True,True,False,False,-1,-1,10,11,-1
3505,7.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3506,7.0,True,True,False,True,False,False,10,11,-1,11,-1
3507,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3508,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3509,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3510,3.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3511,4.0,False,False,False,True,False,False,-1,-1,-1,8,-1
3512,5.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3513,7.0,False,True,False,True,False,False,-1,10,-1,12,-1
3514,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3515,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3516,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3517,2.0,False,False,False,True,False,False,-1,-1,-1,10,-1
3518,9.0,True,True,False,True,False,False,9,10,-1,12,-1
3519,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3520,5.0,False,False,False,True,True,False,-1,-1,-1,11,10
3521,4.0,True,False,False,False,False,False,11,-1,-1,-1,-1
3522,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3523,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3524,5.0,True,False,True,True,False,False,9,-1,12,10,-1
3525,5.0,True,True,False,False,False,False,11,11,-1,-1,-1
3526,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3527,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3528,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3529,4.0,False,True,False,False,False,False,-1,11,-1,-1,-1
3530,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3531,4.0,False,True,False,False,False,False,-1,13,-1,-1,-1
3532,6.0,True,False,False,True,False,False,9,-1,-1,11,-1
3533,5.0,False,True,False,False,False,False,-1,10,-1,-1,-1
3534,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3535,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3536,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3537,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3538,0.0,,,,,,True,-1,-1,-1,-1,-1
3539,3.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3540,3.0,False,True,False,True,False,False,-1,10,-1,12,-1
3541,5.0,False,False,False,True,False,False,-1,-1,-1,9,-1
3542,4.0,False,True,False,True,False,False,-1,12,-1,11,-1
3543,5.0,False,True,False,True,False,False,-1,11,-1,11,-1
3544,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3545,2.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3546,9.0,False,True,False,True,False,False,-1,9,-1,11,-1
3547,3.0,False,True,False,False,False,False,-1,13,-1,-1,-1
3548,5.0,False,False,False,True,False,False,-1,-1,-1,9,-1
3549,10.0,True,True,False,True,False,False,12,8,-1,8,-1
3550,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3551,5.0,True,True,False,True,False,False,10,11,-1,12,-1
3552,6.0,False,False,True,True,True,False,-1,-1,10,9,10
3553,9.0,True,True,False,False,False,False,11,10,-1,-1,-1
3554,5.0,True,True,False,True,False,False,11,11,-1,11,-1
3555,2.0,False,False,False,True,False,False,-1,-1,-1,8,-1
3556,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3557,5.0,False,False,True,True,False,False,-1,-1,13,10,-1
3558,3.0,False,False,True,False,False,False,-1,-1,9,-1,-1
3559,5.0,False,False,False,True,False,False,-1,-1,-1,9,-1
3560,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3561,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3562,3.0,False,False,True,False,False,False,-1,-1,11,-1,-1
3563,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3564,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3565,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3566,4.0,False,False,True,False,False,False,-1,-1,8,-1,-1
3567,6.0,True,False,False,True,False,False,9,-1,-1,11,-1
3568,3.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3569,4.0,False,False,True,False,False,False,-1,-1,12,-1,-1
3570,5.0,True,False,False,False,False,False,12,-1,-1,-1,-1
3571,9.0,True,False,False,True,False,False,9,-1,-1,11,-1
3572,3.0,False,False,True,False,False,False,-1,-1,9,-1,-1
3573,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3574,5.0,False,False,False,True,True,False,-1,-1,-1,11,11
3575,0.0,,,,,,True,-1,-1,-1,-1,-1
3576,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3577,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3578,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3579,4.0,False,False,False,True,False,False,-1,-1,-1,10,-1
3580,9.0,False,True,False,False,False,False,-1,11,-1,-1,-1
3581,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3582,4.0,False,False,False,True,False,False,-1,-1,-1,9,-1
3583,2.0,False,False,False,True,False,False,-1,-1,-1,11,-1
3584,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3585,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3586,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3587,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3588,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3589,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3590,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3591,6.0,True,True,False,True,False,False,11,9,-1,9,-1
3592,2.0,True,False,False,False,False,False,11,-1,-1,-1,-1
3593,4.0,False,False,False,True,False,False,-1,-1,-1,9,-1
3594,5.0,False,True,False,True,False,False,-1,10,-1,9,-1
3595,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3596,0.0,,,,,,True,-1,-1,-1,-1,-1
3597,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3598,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
3599,6.0,False,False,False,True,False,False,-1,-1,-1,10,-1
3600,8.0,True,True,True,False,False,False,10,11,8,-1,-1
